model-1584638689,1584638689.406,9267778.0,263888912384.0 
model-1584638689,1584638689.658,263731986432.0,5441661.0 
model-1584638689,1584638689.911,4864484.5,5419124.0 
model-1584638689,1584638690.164,9589987.0,16471553.0 
model-1584638689,1584638690.417,9056580.0,4638800.5 
model-1584638689,1584638690.67,29426038.0,13199156.0 
model-1584638689,1584638690.922,7259070.5,21399046.0 
model-1584638689,1584638691.175,3952070.0,4828641.0 
model-1584638689,1584638691.428,16191108.0,45047640.0 
model-1584638689,1584638691.681,7203538.5,13916051.0 
model-1584638689,1584638691.934,5427915.0,12686656.0 
model-1584638689,1584638692.186,15059609.0,21474184.0 
model-1584638689,1584638692.439,5107801.5,14026084.0 
model-1584638689,1584638692.691,8967651.0,13533392.0 
model-1584638689,1584638692.944,6363777.5,13343639.0 
model-1584638689,1584638693.197,11017076.0,5180656.5 
model-1584638689,1584638693.45,22695516.0,5532819.5 
model-1584638689,1584638693.703,17151156.0,14135299.0 
model-1584638689,1584638693.956,6896142.5,6662512.5 
model-1584638689,1584638694.208,14727772.0,5854280.5 
model-1584638689,1584638694.461,40243408.0,7938125.0 
model-1584638689,1584638694.714,9507784.0,4751984.5 
model-1584638689,1584638694.967,7717988.5,21130336.0 
model-1584638689,1584638695.219,3216268.0,14450357.0 
model-1584638689,1584638695.472,30101062.0,15203857.0 
model-1584638689,1584638695.725,15346044.0,21176086.0 
model-1584638689,1584638695.977,5634464.0,12647177.0 
model-1584638689,1584638696.23,18216376.0,7140122.0 
model-1584638689,1584638696.482,3567283.25,12142086.0 
model-1584638689,1584638696.735,16095776.0,14445923.0 
model-1584638689,1584638696.987,21340012.0,14605126.0 
model-1584638689,1584638697.24,5165760.5,13152701.0 
model-1584638689,1584638697.493,4978829.0,4558644.5 
model-1584638689,1584638697.746,13381088.0,11968458.0 
model-1584638689,1584638697.998,5191467.5,12170616.0 
model-1584638689,1584638698.251,4393161.0,31733268.0 
model-1584638689,1584638698.503,8046282.0,5518228.5 
model-1584638689,1584638698.756,16096186.0,5627692.5 
model-1584638689,1584638699.008,6032376.5,11219480.0 
model-1584638689,1584638699.26,9837054.0,18435970.0 
model-1584638689,1584638699.512,3518006.25,13921717.0 
model-1584638689,1584638699.765,15378986.0,30184684.0 
model-1584638689,1584638700.018,15994604.0,27331352.0 
model-1584638689,1584638700.27,5092063.5,11517305.0 
model-1584638689,1584638700.523,8157820.5,25759956.0 
model-1584638689,1584638700.775,6066738.0,3734063.0 
model-1584638689,1584638701.028,2686881.5,3515818.75 
model-1584638689,1584638701.281,6827577.5,11461221.0 
model-1584638689,1584638701.533,3926395.25,18608574.0 
